天数（自2016年001天起算，北京时间）小时 分钟 秒 模板号
326 16 46 27.4 3
326 16 51 11.5 9
326 16 59 18.3 1
326 17 12 10.5 5
326 17 15 48.5 10
326 17 29 11.2 2
326 17 31 34.8 1
326 17 32 50.2 1
326 17 37 38.8 3
326 17 5 20 1
326 17 6 43.1 2
327 11 25 11.8 1
327 11 25 36.7 8
327 11 42 17.1 3
327 11 53 34.5 2
327 12 15 19 2
327 12 17 50.1 1
327 12 21 20.4 3
327 12 3 35.1 1
327 12 35 4.4 1
327 12 58 36.6 3
327 12 59 25.7 9
327 12 59 32.2 1
327 12 9 25.3 1
327 13 0 39.9 4
327 13 39 17.7 1
327 13 46 10.9 7
327 13 51 46.3 7
327 13 53 27.4 1
327 13 55 45.6 1
327 13 6 8.5 6
327 14 23 24.7 1
327 14 23 40.6 1
327 14 24 18.9 3
327 14 24 33 3
327 14 44 47.3 7
327 14 50 54.9 1
327 14 52 30 1
327 14 59 58.1 1
327 15 18 44 8
327 15 24 39.8 3
327 15 28 14.1 6
327 15 34 28.3 1
327 15 35 1.7 1
327 15 47 27.6 3
327 15 48 5 1
327 15 49 21.5 1
327 15 53 45.4 3
327 15 58 19.3 3
327 16 1 51.6 1
327 16 17 6.2 1
327 16 36 13 6
327 16 46 21.3 10
327 16 50 47.2 7
327 16 55 21.7 5
327 16 7 38.8 1
327 17 14 36.5 3
327 17 18 25.3 1
327 17 21 46.2 9
327 17 24 1.5 4
327 17 24 47.8 5
327 17 7 9 3
328 10 32 35.2 3
328 10 56 45.4 9
328 10 58 50.1 1
328 11 16 19.3 3
328 11 27 17.8 3
328 11 27 53.9 3
328 11 28 16.5 3
328 11 34 24.3 1
328 11 36 1.4 1
328 11 43 59 1
328 11 58 26.8 1
328 12 18 56.8 1
328 12 26 50.3 5
328 12 55 50.5 5
328 13 30 6.9 11
328 13 46 11.1 1
328 14 24 32.3 6
328 14 36 17.7 3
328 14 37 5.9 1
328 14 39 13.7 5
328 15 11 7.4 3
328 15 16 11.3 1
328 15 19 11.6 6
328 15 27 53.7 4
328 15 35 25.5 1
328 15 4 58.3 1
328 15 48 44.5 1
328 15 50 9 2
328 16 11 39.2 1
328 16 16 16.8 9
328 16 21 59.3 2
328 16 39 55.6 1
328 16 45 53.1 5
328 16 50 46.4 4
328 16 55 31.4 2
328 16 56 58.9 3
328 16 9 18.4 3
329 11 1 19.1 5
329 11 12 4.2 1
329 11 15 17 2
329 11 20 35.9 3
329 11 23 10.5 1
329 11 33 48.1 1
329 11 43 41.8 1
329 11 7 6.8 1
330 10 18 40.8 3
330 10 19 55.6 3
330 10 22 59.9 2
330 10 25 37 5
330 11 26 31.7 1
330 11 5 58.6 1
330 11 6 11.5 1
330 11 7 3.8 1
330 12 0 14 8
330 12 43 53.3 2
330 12 45 23.5 1
330 12 45 47.4 1
330 12 47 43.6 3
330 12 51 57.8 1
330 12 59 27.2 7
330 13 12 25.4 4
330 13 19 18.3 8
330 13 27 6.5 6
330 13 29 21.6 3
330 13 34 42.6 3
330 13 45 36.8 9
330 14 18 13.4 2
330 14 23 5.1 1
330 14 28 25.8 5
330 14 50 9.3 3
330 15 20 51.3 9
330 15 34 2.4 11
330 16 3 52.9 2
330 16 45 43.8 3
330 16 5 21.9 7
330 17 45 1.3 1
330 18 19 9.9 1
330 18 29 8 5
331 10 52 33.9 1
331 10 52 7.6 1
331 10 54 40.7 1
331 11 2 9.5 3
331 11 28 23.6 1
331 11 39 33.6 11
331 11 45 5.4 1
331 11 5 42.8 1
331 12 21 18.9 1
331 12 25 25.2 1
331 12 36 14.1 6
331 13 15 52.5 8
331 13 18 57 8
331 13 19 27.2 8
331 13 23 14.8 9
331 13 28 36.3 1
331 13 36 54.9 8
331 13 49 14.2 3
331 14 2 47.3 8
331 14 3 30 8
331 14 42 24.7 1
331 14 44 24.8 1
331 14 58 57.8 4
331 14 59 30.8 5
331 15 13 59.8 1
331 15 29 10.8 2
331 15 30 18 1
331 15 37 6.9 6
331 15 40 17.4 3
331 15 51 15.5 3
331 16 11 44.5 1
331 16 35 13.5 5
331 16 48 42.8 1
331 16 8 44.7 9
331 16 9 30.8 6
331 17 0 29.5 1
331 17 25 36.2 7
331 17 35 19.8 1
331 17 38 28.3 1
331 17 4 30.2 1
331 17 41 47.8 1
331 17 44 2.2 2
331 17 48 4.3 1
331 18 12 28.2 3
331 18 17 50.6 2
331 18 17 8.1 2
331 18 24 55.9 1
331 18 28 25.4 6
331 18 3 25.4 7
331 18 43 53.9 1
331 18 54 52.4 5
331 19 0 2.8 1
331 19 10 23.2 1
332 12 44 5.2 1
332 14 17 18.1 1
333 11 55 27.5 5
333 11 56 15.9 2
333 12 19 54.3 2
333 12 38 33 9
333 12 41 34.4 4
333 12 42 32.5 11
333 12 6 5.2 1
334 12 16 17.5 1
334 12 41 50.5 3
334 12 57 43.4 1
334 13 4 23.5 7
334 14 24 3.9 12
334 14 25 41.2 3
334 14 35 21.6 12
334 14 46 59.7 12
334 15 0 18.5 12
334 15 4 21.5 1
334 16 33 49.1 8
334 16 33 56.4 5
335 12 51 53.7 1
335 13 1 14.1 3
335 13 19 39 1
335 13 37 14.1 1
335 14 16 40.5 1
335 14 36 6.7 1
335 15 20 54.5 1
336 10 33 36.8 5
336 11 16 27.3 2
336 11 38 33.5 5
336 12 1 48.8 3
336 12 23 58.5 2
336 12 57 18.9 6
336 13 17 9.2 1
336 13 8 26.7 1
336 14 54 50.7 1
336 15 20 11.4 2
336 15 29 5.6 1
336 15 44 36.9 1
336 16 20 16.9 3
336 16 50 11.8 1
336 17 27 45.8 1
336 17 31 27 6
337 10 25 45.2 4
337 10 32 48.6 3
337 10 36 27.8 2
338 10 43 43.9 8
338 10 47 47 8
338 11 14 5.7 4
338 11 19 13.5 6
338 11 4 57.2 2
338 11 49 7.1 1
338 12 33 3.2 1
338 12 39 31.6 1
338 12 45 41.5 6
338 12 45 44.5 1
338 13 45 18 5
338 13 50 45.7 2
338 14 15 45.2 1
338 14 49 23.4 1
338 14 56 21.2 4
338 15 27 15.1 1
338 15 55 23.2 3
338 16 11 6.1 1
338 16 31 4.7 5
338 16 37 11.2 1
338 16 46 25 1
338 16 9 40.2 1
338 17 15 19.1 9
338 17 19 31.4 6
338 17 32 48 3
338 17 50 5.7 1
338 17 6 54.6 3
338 18 12 50 1
338 18 19 31.4 5
338 18 37 39.7 4
338 18 48 42 1
338 18 52 54.2 1
338 18 53 22.7 1
338 19 3 16.8 2
339 10 55 20.1 3
339 11 2 14 6
339 11 2 38 1
339 11 38 12.9 5
339 11 41 52 11
339 11 47 8.5 5
339 11 49 50.7 11
339 11 53 2.9 3
339 12 0 51.3 1
339 12 1 34 3
339 12 26 32.3 10
339 12 35 26.9 4
339 12 5 17.3 3
339 12 53 57.3 2
339 12 56 51.3 7
339 13 12 18.5 1
339 13 28 22.2 1
339 13 33 49.3 5
339 13 35 29.6 2
339 13 4 29.9 1
339 13 43 38 7
339 14 11 42.2 1
339 14 23 24 1
339 14 23 30.1 1
339 14 26 22.2 2
339 14 27 42.7 8
339 14 27 57.8 1
339 14 3 42.9 3
339 14 32 6.8 5
339 14 39 11.8 1
339 14 42 52.8 3
339 14 47 8 1
339 14 5 22.8 1
339 14 8 49.2 1
339 14 9 27.6 1
339 14 9 31.7 1
339 14 9 50 1
339 15 12 17.8 1
339 15 15 27.8 10
339 15 20 19.7 4
339 15 20 2.7 2
339 15 20 4.7 1
339 15 50 6.2 8
339 15 54 50 3
339 15 59 13.2 5
339 15 6 53.1 3
339 16 0 16.4 3
339 16 4 58.6 1
339 16 47 32.3 3
339 17 0 49.8 6
339 17 11 46.1 1
339 17 14 31.6 3
339 17 17 9.8 5
339 17 26 22 3
339 17 27 11.5 1
339 17 49 20.4 8
339 18 14 44 2
339 18 19 4.3 1
339 18 59 24.7 5
339 18 9 1.6 1
339 19 20 57.6 1
339 19 27 0.4 1
339 19 32 46 11
339 19 51 33.3 1
339 19 53 20.4 5
339 19 53 27.9 1
339 19 59 29.9 11
339 19 59 49.7 8
339 20 22 4.1 9
339 20 27 41.8 2
339 20 9 5.6 1
340 10 47 49.4 5
340 10 54 49.1 2
340 11 14 20.5 1
340 11 23 20.2 3
340 11 46 54.8 1
340 11 48 38.4 1
340 11 7 25.6 1
340 11 8 37.5 5
340 12 36 36.4 1
340 12 45 22.9 1
340 13 16 56.5 1
340 13 3 22 4
340 13 30 15.8 1
340 14 11 37.5 6
340 14 11 59.9 3
340 14 17 42.8 1
340 14 23 7.3 1
340 14 52 28.3 2
340 15 15 27 7
340 15 33 18.6 1
340 15 35 18.9 9
340 15 59 1.9 1
340 15 9 49.1 1
340 16 20 31.9 3
340 16 21 16 1
340 16 21 46.4 1
340 16 26 31.1 11
340 16 26 37.8 5
340 16 28 55.8 5
340 16 34 37.7 6
340 16 52 24.7 1
340 17 1 55.2 3
340 17 31 30.5 3
340 17 44 15 7
340 18 15 33.2 3
340 18 34 56.5 6
340 18 35 42.7 1
340 18 37 56.5 1
340 18 42 41.9 1
340 18 44 46.2 1
340 18 54 11.4 1
340 18 58 18.8 3
340 18 6 58.4 1
340 19 15 13.7 3
340 19 16 2.3 2
340 19 23 33.4 6
340 19 32 27 6
340 19 38 36.7 3
340 19 38 40.8 2
340 20 2 0.2 10
340 20 5 29.9 1
341 10 15 42.1 7
341 10 27 26.3 3
341 10 28 29.4 3
341 10 50 50.6 1
341 11 11 7.3 1
341 11 12 15 2
341 11 18 5.4 1
341 11 33 15.9 3
341 12 28 42.4 11
341 13 12 23.9 1
341 13 23 56.8 3
341 13 31 52.8 3
341 13 36 42.1 1
341 13 55 33.6 3
341 14 22 2.8 11
341 14 29 48.8 5
341 14 41 50.9 1
341 14 49 17.9 4
341 15 18 30.2 3
341 15 20 47.6 1
341 15 26 25.7 1
341 15 31 39.4 1
341 15 52 43.9 7
341 16 22 57.9 1
341 16 25 0.5 1
341 16 27 14.4 1
341 16 32 12 3
341 16 37 25.5 3
341 16 9 2.6 1
341 17 14 45.3 1
341 17 26 43.6 11
341 17 27 29.9 7
341 17 32 41.5 1
341 17 44 24.4 5
341 17 46 31.3 4
341 17 52 54.9 1
341 17 6 53.3 2
341 18 14 52 1
341 18 15 23.9 8
341 18 27 40.3 8
341 18 57 12.7 1
341 19 13 28.2 1
341 19 22 39.9 6
341 19 24 31.7 1
341 19 28 16.1 1
341 19 31 39.8 7
341 19 33 59 1
341 19 40 17.7 1
341 19 41 20.3 1
341 19 43 13.2 1
341 20 12 49.7 1
341 20 13 27.4 3
341 20 15 35.9 3
341 20 15 43.4 3
341 20 17 21.9 1
341 20 24 24.5 1
341 20 5 39.7 5
341 21 12 2 2
341 21 27 32 9
341 21 48 26.3 1
341 21 50 59.3 1
341 21 56 49.3 3
341 21 8 11.3 5
341 22 5 3.3 4
341 22 6 4.2 5
341 22 8 35.4 2
342 10 12 38.9 1
342 10 13 13.3 2
342 10 13 27.9 2
342 10 14 12.1 5
342 10 20 19.6 3
342 10 20 59.5 2
342 10 24 40.4 8
342 10 24 54.2 9
342 10 24 59.8 4
342 10 25 24.7 5
342 10 40 7.3 8
342 10 54 54.5 1
342 11 24 42.1 1
342 11 35 26.4 6
342 12 19 7.1 3
342 12 3 45.9 1
342 12 37 38 1
342 12 38 12.2 9
342 12 41 54.1 8
342 13 3 52.2 1
342 14 23 47.5 6
342 14 8 33.6 10
342 15 15 39.7 1
342 15 20 12.7 1
342 15 41 51.6 1
342 16 20 19.9 1
342 16 20 25 2
342 16 37 53.6 4
342 16 43 50 3
342 16 8 38.9 6
342 17 1 57.2 10
342 17 36 10.2 1
342 17 50 49.6 3
342 18 17 27.9 1
342 18 29 7.8 4
342 18 33 3.9 3
342 18 41 56.1 3
342 18 7 9.1 1
342 19 14 41.4 7
342 19 18 38.6 2
342 19 20 44.9 1
342 19 24 54.5 1
342 19 28 30.7 5
342 19 44 36.2 5
342 20 17 37.5 6
342 20 19 14.6 1
342 20 3 22.2 1
342 20 45 48.6 4
342 20 46 38.6 6
342 21 10 59.7 1
342 21 24 21.2 1
342 22 1 10.7 1
342 22 1 41.2 1
342 22 20 13.6 1
342 22 24 13.3 1
342 22 54 7.9 5
342 23 11 15.2 3
342 23 12 42.9 9
342 23 13 49.1 5
343 11 10 41.9 1
343 11 13 23.9 1
343 11 14 42.9 1
343 11 21 31.2 5
343 11 42 55.9 1
343 11 48 47.2 1
343 11 52 31.3 3
343 11 52 48.5 1
343 11 54 34.6 1
343 11 57 1.5 8
343 12 16 27.6 6
343 12 31 23.1 3
343 12 32 30.6 1
343 12 4 5.5 5
343 12 42 36.2 3
343 12 45 29.2 3
343 12 55 58.4 4
343 12 59 16.1 5
343 12 6 32.7 6
343 13 5 28.7 1
343 16 1 56.2 1
343 16 41 22.6 1
343 16 5 31.8 3
343 17 1 43.1 11
343 17 34 21 1
343 18 30 57.4 3
343 19 25 36 1
343 20 9 14.5 3
343 21 10 23.4 6
343 21 19 8.9 5
343 21 24 37.8 3
343 21 3 19.8 3
343 21 43 48.2 1
343 22 40 28.5 1
343 22 57 14.2 5
344 10 58 20.7 2
344 11 0 8.4 1
344 11 40 6.5 2
344 11 47 35.9 3
344 11 48 58.6 3
344 11 52 50.4 1
344 12 15 34.2 5
344 12 23 51.4 1
344 12 28 41.9 1
344 12 31 26.9 1
344 12 41 16.3 2
344 12 56 11.2 6
344 12 7 5.2 1
344 13 22 22.2 1
344 13 28 49.3 6
344 13 33 43.7 3
344 13 9 20.1 3
344 14 10 52.3 5
344 14 43 27.4 1
344 14 8 24.3 1
344 15 52 15.3 11
344 15 59 22.3 1
344 16 12 39.2 1
344 16 12 48.7 3
344 16 13 28.8 3
344 16 22 18.3 1
344 16 28 50.1 2
344 16 29 50.3 3
344 16 36 16.6 1
344 17 21 43.6 1
344 17 33 20.4 1
344 17 40 32.6 3
344 17 43 9.5 6
344 17 50 43.4 3
344 17 8 55 6
344 18 26 53.6 3
344 18 44 22.1 3
344 18 46 59.2 11
344 19 12 3 10
344 19 2 20.1 3
344 19 21 6.4 1
344 19 37 7 1
344 19 38 45.3 7
344 19 59 21.4 7
344 19 7 36.2 1
344 20 43 31 3
344 20 48 58.8 3
344 20 55 42.1 2
344 20 57 5.6 1
344 20 9 26.5 1
344 21 15 14.3 3
344 21 16 22.8 3
344 21 3 24.4 5
344 22 23 30.7 2
344 22 23 37.1 2
344 22 24 41.9 1
344 22 29 24.2 1
344 23 29 38.6 1
344 23 40 14.2 4
344 23 40 32.3 3
344 23 40 37.2 3
345 0 17 52.2 1
345 0 19 17.2 1
345 0 53 18.7 1
345 0 7 46.6 1
345 1 52 18.6 1
345 1 53 41.2 8
345 10 19 16.7 5
345 11 18 44.2 3
345 11 26 32.4 3
345 11 30 6.9 5
345 11 46 36.2 5
345 11 50 46.8 1
345 12 14 13.5 8
345 12 35 20 4
345 12 36 46.4 1
345 12 43 18.1 7
345 12 44 57.1 1
345 13 12 33 6
345 13 16 55 1
345 13 23 0.7 2
345 14 39 19.8 3
345 14 43 41.4 1
345 15 29 35.7 6
345 15 3 19.2 1
345 15 3 29.4 1
345 15 30 28.7 1
345 15 4 5 1
345 15 47 15 1
345 15 6 18.6 1
345 16 14 39.1 1
345 16 21 46.2 3
345 16 34 43.5 1
345 16 57 16.8 1
345 17 19 1.6 3
345 17 34 51 9
345 17 36 14 3
345 17 48 50.3 1
345 17 49 42.9 1
345 18 24 4.3 1
345 18 35 30.9 1
345 18 55 23.8 4
345 19 27 2 2
345 19 30 57.3 3
345 19 37 51.1 3
345 19 38 24.9 1
345 19 5 30.1 1
345 19 56 20.9 1
345 2 5 57.8 8
345 2 6 25.3 8
345 2 6 50.3 2
345 2 7 10.9 8
345 2 7 41.9 5
345 20 16 30 1
345 20 39 50.3 6
345 21 19 5.2 4
345 21 30 33.3 11
345 21 35 12.9 4
345 21 58 3.5 2
345 22 13 2.2 1
345 22 13 5.3 3
345 22 14 31.1 4
345 22 25 23.7 3
345 22 28 20.5 8
346 10 49 11.7 2
346 10 53 22.5 4
346 10 55 17.1 4
346 11 11 17.2 2
346 11 11 33.2 3
346 11 11 54.7 1
346 11 13 56.3 1
346 11 25 58.4 1
346 11 50 30.9 5
346 11 7 33 1
346 12 17 54 1
346 12 2 53.9 1
346 12 20 26.1 8
346 12 34 57.1 2
346 12 4 27.3 3
346 12 40 54.4 1
346 12 43 4 10
346 12 47 37 1
346 12 48 49.1 1
346 12 8 41.6 1
346 13 2 48.3 1
346 13 20 50.5 3
346 13 31 14.5 1
346 13 33 45.5 1
346 13 35 34.3 1
346 13 38 0.7 4
346 13 41 4.1 1
346 13 48 33.3 6
346 13 52 1 8
346 13 54 1.2 11
346 14 1 6.3 1
346 14 27 31.1 1
346 14 36 19.1 5
346 14 39 55.2 1
346 14 48 11.3 3
346 14 51 10.2 1
346 14 52 27.9 1
346 14 52 32.9 1
346 14 57 11.2 1
346 15 13 17.9 1
346 15 17 46.3 5
346 15 27 37.8 3
346 15 27 54.5 3
346 15 28 54.3 1
346 15 3 36.7 1
346 15 31 33 5
346 15 35 28.9 5
346 15 41 6.4 11
346 15 42 32.6 1
346 15 44 7.4 3
346 15 47 15.4 5
346 15 6 22.2 3
346 16 15 36.5 3
346 16 2 43.2 2
346 16 22 54 8
346 16 3 30.7 4
346 16 34 5.8 1
346 16 49 17.9 3
346 16 50 39.6 1
346 16 53 1.7 3
346 16 54 5.3 4
346 16 58 58.1 1
346 16 59 51.3 1
346 17 39 47 1
346 17 52 44.8 1
346 17 53 51 3
346 17 55 13.9 1
346 18 13 26.9 1
346 18 17 46.8 7
346 18 26 54.1 1
346 18 32 43.5 3
346 18 33 50 2
346 18 42 27.4 1
346 18 50 0.9 1
346 18 8 30.6 1
346 19 47 55 2
346 19 8 39.3 1
347 10 19 25.4 1
347 10 19 46.2 5
347 10 21 5.2 2
347 10 21 52 1
347 10 22 29.1 5
347 10 24 35.5 3
347 10 27 7.2 8
347 10 32 41.9 8
347 10 43 3.2 3
347 10 49 51 2
347 10 53 44.1 10
347 11 21 53.1 6
347 11 25 56.9 9
347 11 33 5.3 3
347 11 58 31.6 6
347 11 58 48.3 1
347 12 11 17.3 1
347 12 29 55.8 2
347 12 31 6.5 1
347 13 4 37.5 2
347 13 46 2.6 2
347 13 55 12.6 8
347 14 14 50.4 3
347 14 37 46.5 3
347 14 44 9.6 1
347 14 52 42.8 7
347 15 25 39.8 1
347 15 38 59.2 1
347 16 29 17 1
347 16 29 3.8 7
347 16 30 1 1
347 16 32 43.7 8
347 16 43 35.5 3
347 16 46 5.2 3
347 16 55 43.6 3
347 16 7 24.5 3
347 17 39 30.8 3
347 17 40 9.6 5
347 17 43 0.2 4
347 17 5 14.5 1
347 17 56 18.8 1
347 18 19 5.5 6
347 18 22 57.3 1
347 18 24 37.5 1
347 18 4 13.3 1
347 18 42 40.8 1
347 18 43 17.8 1
347 18 45 24.2 3
347 18 47 51.4 4
347 19 28 40.9 5
347 19 53 20.4 1
347 20 18 35.7 3
347 20 3 14.5 1
347 20 3 52.9 1
347 20 49 38.7 2
347 20 54 57 1
347 20 9 16.7 1
347 21 16 22.2 1
347 21 24 6.1 1
347 21 25 52.5 1
347 21 30 1.8 1
347 21 36 44.3 8
347 21 4 10.6 3
347 21 4 8.9 1
347 21 40 13.4 3
347 21 41 46.9 3
347 21 42 8.8 3
347 21 9 12.8 1
347 22 0 31.5 5
347 22 12 11.2 1
347 22 15 37.6 2
347 22 15 53.6 4
347 22 17 2.6 5
347 22 17 25.7 1
347 22 19 13.9 2
347 22 36 53.7 3
347 22 37 40.3 3
347 22 52 31.4 1
347 22 55 31.3 3
347 23 14 22.7 1
347 23 15 6.9 1
347 23 2 40.6 1
347 23 20 53.1 1
347 23 34 9.7 3
347 23 35 7.7 1
347 23 39 2.3 2
347 23 49 59.9 1
347 23 55 5.3 2
347 23 56 53.7 11
348 0 24 59.5 3
348 0 35 45.4 1
348 1 0 43.2 1
348 1 2 2.7 1
348 1 24 23.2 1
348 1 26 10.9 3
348 1 46 26.5 3
348 1 51 1.9 1
348 1 52 8.1 1
348 10 21 9 4
348 10 49 9.7 1
348 11 11 32.3 1
348 11 12 10.5 1
348 11 17 25.5 7
348 11 2 40.3 1
348 11 22 57.9 2
348 11 34 21.1 4
348 11 36 9.4 3
348 11 37 28.6 3
348 11 42 14.7 1
348 11 5 38.5 3
348 11 50 34 6
348 12 21 54.8 8
348 12 28 17.9 1
348 12 31 17.2 3
348 12 36 31.8 3
348 12 40 3.3 6
348 12 46 58.1 1
348 12 55 53 1
348 13 16 9.8 1
348 13 17 15.2 3
348 13 2 51 8
348 13 24 21.3 1
348 13 54 2.1 1
348 13 58 36 1
348 13 7 14.3 1
348 14 16 58.8 1
348 14 29 5.2 3
348 14 3 30.3 10
348 14 34 39.7 1
348 14 4 26.5 1
348 14 43 14.9 1
348 14 48 12.3 6
348 14 50 9.5 1
348 14 55 31.3 3
348 14 7 48 7
348 14 8 22.2 7
348 15 19 41 6
348 15 33 14.2 5
348 15 38 59.7 7
348 15 54 10.4 1
348 16 21 13.4 3
348 16 23 42.6 1
348 16 46 42.7 1
348 16 47 22.4 1
348 16 47 57.3 1
348 17 1 19.1 1
348 17 15 28.3 3
348 17 52 19.4 1
348 18 0 16.7 1
348 18 1 38.9 1
348 18 13 36 1
348 18 16 20.8 3
348 18 20 20.7 3
348 18 27 11.1 4
348 18 28 24.3 6
348 18 28 25.9 8
348 18 37 36.7 8
348 18 38 43.3 1
348 18 43 16.9 3
348 18 44 47.8 1
348 18 5 29.6 4
348 18 52 40.4 4
348 19 19 35.3 1
348 19 30 38.9 3
348 19 46 25.1 7
348 19 55 7.7 1
348 2 2 11.7 6
348 2 25 29.4 1
348 2 28 9.3 1
348 2 31 11.3 6
348 2 32 48 1
348 2 37 43.5 7
348 2 57 27.6 8
348 20 10 17.4 1
348 20 12 2.9 10
348 20 16 55.7 7
348 20 23 15.7 1
348 20 31 41.5 8
348 20 34 16.9 1
348 20 42 11.6 4
348 20 45 1.8 8
348 20 45 12.7 1
348 20 7 11 8
348 21 18 38.8 3
348 21 18 55.2 1
348 21 18 58.4 1
348 21 25 15.2 1
348 21 26 15.8 1
348 21 29 19.8 8
348 21 3 25.4 11
348 21 41 10 3
348 21 45 15.7 6
348 21 45 9.2 1
348 21 48 16.2 4
348 21 48 41.9 2
348 21 52 23.8 3
348 22 12 59.1 7
348 22 20 20.2 6
348 22 20 4.9 1
348 22 20 7.1 4
348 22 50 40.7 1
348 22 53 38.7 1
348 22 58 31.2 10
348 23 1 25.2 4
348 23 2 31.6 11
348 23 34 43 4
348 23 36 8.8 1
348 23 4 11.7 1
348 23 4 46.1 2
348 23 41 49.5 4
348 23 43 33.8 1
348 23 50 7.5 2
348 23 9 29.1 5
348 23 9 45.8 3
348 3 11 57.1 1
348 3 26 11.3 6
348 3 38 44.8 3
348 3 47 33 1
348 3 55 44 1
348 3 9 42.9 8
348 4 28 19 1
348 4 51 16 9
348 5 26 44 4
348 5 7 15 4
348 7 57 33 6
348 7 57 41 9
349 0 10 45.5 1
349 0 19 35.1 4
349 0 2 6.9 1
349 0 22 48.8 2
349 0 25 6 1
349 0 31 50.2 1
349 0 34 20.4 3
349 0 37 2.1 1
349 0 40 50.7 9
349 0 49 1.4 10
349 0 50 35.5 3
349 0 9 13.4 9
349 1 26 23.9 8
349 1 33 31.1 1
349 1 41 15.2 2
349 1 45 23.1 3
349 10 4 7.8 2
349 10 53 49.2 1
349 10 54 40.4 1
349 10 55 40.2 1
349 11 12 17.4 3
349 11 26 35 3
349 11 3 39.2 7
349 11 49 44.5 1
349 11 50 11.2 1
349 11 56 22.6 3
349 11 7 55.7 1
349 12 35 0.1 2
349 12 46 56 11
349 12 47 10.8 11
349 13 0 4.4 1
349 13 26 5 10
349 13 26 51.4 1
349 13 35 18.4 7
349 13 36 12.3 1
349 13 37 11.1 1
349 13 39 40.7 1
349 14 21 58.2 3
349 14 24 44.1 3
349 14 24 51.9 3
349 14 33 48.8 1
349 14 39 13.3 3
349 14 58 41 1
349 15 2 10.7 1
349 16 5 52.1 1
349 17 12 21.3 3
349 17 20 5.4 3
349 17 20 55.4 1
349 17 26 40.8 3
349 17 39 24.3 3
349 17 49 50.1 3
349 18 19 4.9 1
349 18 2 52.4 1
349 18 21 51.3 3
349 18 21 56.5 8
349 18 28 20.3 1
349 18 35 10.2 1
349 18 4 12 1
349 18 54 25.1 1
349 19 45 49.2 1
349 19 49 29.8 4
349 19 57 20.4 1
349 19 59 57.4 1
349 19 8 59.2 1
349 2 29 31.5 1
349 2 29 35.4 1
349 2 30 42.7 4
349 2 31 40 4
349 2 39 22.1 6
349 2 51 49.2 2
349 2 9 18.8 3
349 20 11 15.3 1
349 20 27 6.5 3
349 20 32 18.7 3
349 20 49 24.5 7
349 20 54 3.1 3
349 20 8 39.9 1
349 21 17 57.9 7
349 21 19 45.9 4
349 21 19 6.9 4
349 21 33 13.9 2
349 21 40 48.1 1
349 21 51 34.2 8
349 21 59 22.8 1
349 22 12 2.6 1
349 22 17 46.4 4
349 22 17 48.1 5
349 22 18 43.3 3
349 22 22 32.9 3
349 22 37 39.4 1
349 22 42 24.2 1
349 22 43 21.3 5
349 22 5 53.6 3
349 22 55 38.3 1
349 22 58 12.1 3
349 23 14 20.4 3
349 23 54 4.5 3
349 3 19 46.9 3
349 3 21 37.7 7
349 3 31 22.1 2
349 3 34 35 8
349 3 35 44.2 2
349 3 36 24.5 1
349 3 42 38.2 7
349 3 54 28 1
349 3 57 31 6
349 3 8 34.7 3
349 4 1 53 5
349 4 10 38 7
349 4 18 57 1
349 4 25 30 11
349 4 28 46 3
349 4 45 26 2
349 4 45 4 4
349 4 48 39 5
349 5 0 21 1
349 5 10 51 2
349 5 28 55 7
349 5 53 11 2
349 6 13 8 8
349 6 3 51 3
349 6 4 26 1
349 7 21 23 1
349 7 51 38 1
349 8 39 52.2 2
349 8 40 0.9 1
349 8 51 29.6 5
349 9 11 31.9 2
349 9 17 38.3 8
349 9 20 28.7 3
349 9 25 29.1 8
349 9 30 28.6 2
350 0 3 41.6 1
350 0 41 25.4 5
350 0 55 16.5 6
350 1 5 58.3 1
350 1 56 16 4
350 1 6 3.3 3
350 10 13 27.6 1
350 10 19 16.8 9
350 10 46 38.5 4
350 11 58 50.3 7
350 12 16 52.3 6
350 12 39 24.4 5
350 12 54 8.5 1
350 12 6 18.4 1
350 13 15 37.2 1
350 13 48 1.7 1
350 13 5 56 3
350 13 52 18.9 3
350 14 1 30.8 1
350 14 29 0.4 2
350 14 29 34.7 3
350 14 35 52.5 1
350 14 9 0 3
350 15 1 16.4 1
350 15 17 44.4 7
350 15 17 50.4 5
350 15 25 28.1 1
350 15 25 7.3 1
350 15 30 46.9 1
350 15 31 38.3 3
350 15 44 21.2 3
350 15 56 26.7 2
350 16 12 22.8 8
350 16 22 43 7
350 16 34 17.4 7
350 17 19 39.2 1
350 17 31 7.7 1
350 2 32 5.4 3
350 2 34 26.2 6
350 2 44 2.3 1
350 21 13 16 1
350 21 24 11.1 1
350 22 17 50.7 3
350 3 42 57.3 1
350 3 9 35.3 7
350 4 18 11 3
350 4 30 38 5
350 4 41 29 8
350 4 57 27 8
350 4 7 1 2
350 5 11 38 2
350 5 15 59 1
350 5 19 12 4
350 5 22 16 6
350 5 23 23 2
350 5 25 49 5
350 5 3 13 1
350 6 11 43 1
350 6 24 42 1
350 6 24 51 1
350 6 28 32 6
350 6 28 48 7
350 6 49 37 3
350 6 49 39 2
350 6 55 17 1
350 7 15 34 2
350 9 10 0.7 1
351 0 25 32.7 3
351 0 53 37.7 4
351 1 13 59.3 3
351 1 3 36.1 4
351 1 32 57.3 3
351 11 21 48.1 1
351 11 23 16.7 3
351 11 39 49.6 1
